PERIOD,SITE_REFERENCE,UPRN,LA_REFERENCE,EASTING,NORTHING,SAO_DESCRIPTION,PAO_DESCRIPTION,STREET_DESCRIPTION,LOCALITY_DESCRIPTION,TOWN_DESCRIPTION,POSTCODE,AUTHORITY,COUNTY,REGION,AREA,LANDTYPE,PREVIOUS_LAND_USE,CURRENT_LAND_USE,PLANNING_STATUS,PROPOSED_USE,HOUSING_SUITABILITY,MOST_SUITABLE_USE,EST_HOUSING_CAPACITY,HOUSING_DENSITY,OWNERSHIP,GENERAL_SITE_INFORMATION
2007,590000437,000006150078,,535898,180914,C45,RMC SITE JUNCTION OF CABLE STREET AND,BUTCHER ROW,WAPPING,TOWER HAMLETS,E1,Tower Hamlets,G. London,London,0.650,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Manufacturing,Manufacturing,Allocated in Local Plan,Employment,No,Employment,0,0,Private,Concrete mixing depot. UDP site 133. Preferred  use : Employment ( B1 - B2-  and B8)  Site owned by RMC.
2007,590000438,000006150079,PA/00/00018,534819,180322,,SITE SOUTH OF 30,DUPONT STREET,STEPNEY,TOWER HAMLETS,E1,Tower Hamlets,G. London,London,0.290,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Dwellings,Dwellings,Outline Planning Permission,Housing,Yes,Housing,22,76,Private,UDP site - 122 residential - Site part of Shada area - Housing capacity calculated as 75 units per hectare - North of the railway viaduct developed out south of viaduct still in employment use.
2007,590000445,000006150083,PA/06/01562   PA/06/01502,538297,181817,LS14,SITES ADJOINING,AILSA STREET,TOWER HAMLETS,LONDON,,Tower Hamlets,G. London,London,3.428,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,INDUSTRY AND BUSINESS,Manufacturing,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,304,89,Private,Scoping Opinion as to the information to be contained within an EIA to be submitted in support of a planning application for commercial/residential development up to 28 storeys. ( There is a mixture of vacant land and general industrial  land use)
2007,590000456,000006150085,,537973,182117,LS12,SITE OF EMPSON,EMPSON STREET,TOWER HAMLETS,LONDON,E3,Tower Hamlets,G. London,London,5.243,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,INDUSTRY AND BUSINESS,Manufacturing,Allocated in Local Plan,Employment,No,Employment,0,0,Local Authority,Redevelopment of some industrial sites to attract higher grade intensity commercial users.
2007,590000461,000006150088,PA 06/01047,539046,181443,LS19,SITE OF LANRIC ROAD,LANRICK ROAD,TOWER HAMLETS,LONDON,,Tower Hamlets,G. London,London,1.301,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,UTILITIES AND INFRASTRUCTURE,UTILITIES & INFRASTRUCTURE,Allocated in Local Plan,Housing,Yes,Housing,162,125,Private,Identified for redevelopment in LBTH joint investment strategy 2000. This is a waste tranfer station.
2007,590000476,000006151119,PA/03/00496,534557,181870,,LAND NORTH OF DURAWARD STREET,BETHNAL GREEN,TOWER HAMLETS,LONDON,E2,Tower Hamlets,G. London,London,2.051,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Car parks,Car parks,Detailed Planning Permission,Housing,Yes,Dont't know,118,58,Local Authority,Erection of 118 residential units comprising 58 flats and 60 houses plus a ground floor shop. Not built.
2007,590000630,000006075330,,537083,183849,,5,CROWN CLOSE,BOW EAST TOWER HAMLETS,LONDON,E3,Tower Hamlets,G. London,London,1.235,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Storage,Storage,Allocated in Local Plan,Employment,No,Dont't know,0,0,Private,Warehouse in industrial employment. This site is also included in PA/06/00054 covering LS4. It  falls within the Olympic Park area.
2007,590000659,,PA/07/01396,538092,180079,ID5,WOOD WHARF,PRESTONS ROAD,TOWER HAMLETS,LONDON,,Tower Hamlets,G. London,London,7.270,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,INDUSTRY AND BUSINESS,INDUSTRY & BUSINESS,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,1500,206,Private,(PA pending decision). Allocated in local plan. Development comprising commercial- residential - retail- hotel- leisure & community uses together with associated infrastructure works- including introduction of a canal & means of access.
2007,590000660,,PA/07/01322,537175,180079,ID57,1,PARK PLACE,TOWER HAMLETS,LONDON,E14 4HJ,Tower Hamlets,G. London,London,0.200,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,INDUSTRY AND BUSINESS,INDUSTRY & BUSINESS,PP subject to further legal agreement ,Employment,No,Employment,0,0,Private,Allocated in local plan. Erection of new building providing basement-lower ground- ground plus 10 storeys of offices comprising 25 643sq. metres of floorspace- associated landscaping and car parking.
2007,590000661,,PA/07/00935,537056,180230,ID38,CANARY RIVERSIDE,WESTFERRY ROAD,TOWER HAMLETS,LONDON,,Tower Hamlets,G. London,London,1.990,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,UNUSED LAND,UNUSED LAND,Detailed Planning Permission,Mixed without Housing,Don't know,Dont't know,0,0,Private,Erection of new building providing basement- lower ground-ground plus 10 storeys of offices comprising 25 643sq. metres of floorspace-associated landscaping car parking- servicing and plant. Land preparation in progress
2007,590000662,,PA/07/01791,538224,180555,ID58,MCDONALDS SITE,TRAFALGAR WAY,TOWER HAMLETS,LONDON,,Tower Hamlets,G. London,London,0.430,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Restaurants and cafes,Restaurants & cafes,PP subject to further legal agreement ,Mixed without Housing,Don't know,Dont't know,0,0,Private,Redevelopment to provide 380 apartments: amenity space: commercial floorspace: private nursery: fitness & leisure facilities:car & cycle parking.
2007,590000663,,PA/03/00475,537181,180537,ID32,HERTSMERE HOUSE OR COLUMBUS TOWER,HERTSMERE ROAD,TOWER HAMLETS,TOWER HAMLETS,,Tower Hamlets,G. London,London,0.320,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,INDUSTRY AND BUSINESS,INDUSTRY & BUSINESS,Detailed Planning Permission,Mixed without Housing,No,Dont't know,0,0,Private,Demolition of existing building & erection of a 63 storey tower for office (B1) -  hotel and serviced apartments (C1)  and Sui Generis retail  (A1/A2/A3) and leisure (D2) uses with basement car parking and servicing.
2007,590000667,,PA/04/00916 PA/03/01382,533628,181727,CF8,FRUIT AND WOOL EXCHANGE,BRUSHFIELD STREET AND COMMERCIAL STREET,TOWER HAMLETS,LONDON,,Tower Hamlets,G. London,London,0.970,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,RETAIL,Car parks,PP subject to further legal agreement ,Employment,No,Employment,0,0,Don't know,Allocated in local plan.Demolition of existing buildings and structure and redevelopment to provide a basement and lower ground floor plus six storey mixed use development comprising A1 B1 and A3.
2007,590000669,000006150486,PA/07/01201,534032,181261,CF12D,61 TO 75,ALIE STREET,TOWER HAMLETS,LONDON,E1 8EB,Tower Hamlets,G. London,London,0.270,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,INDUSTRY AND BUSINESS,INDUSTRY & BUSINESS,PP subject to further legal agreement ,Mixed with Housing,Yes,Dont't know,235,870,Private,Prev NLUD 590000554. Demolition of  buildings & construction of 5-24 storey building comprising 373 single bedrooms-2 room suites 4 room apartments-with restaurants-bars-shopping arcade-business & conference facilities & health spa. Allocated in plan.
2007,590000671,,,533867,181198,CF12E,ALDGATE UNION SOUTH,BRAHAM STREET,TOWER HAMLETS,LONDON,E1,Tower Hamlets,G. London,London,1.390,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Offices,Offices,Allocated in Local Plan,Mixed without Housing,No,Dont't know,0,0,Private,Proposed use employment B1 and Retail A1 A2 A3 A4 A5.
2007,590000672,,PA/05/00229,533837,181359,CF12F,COMMERCIAL STREET WEST,118 WHITECHAPEL HIGH STREET,TOWER HAMLETS,LONDON,,Tower Hamlets,G. London,London,0.340,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,RETAIL,RETAIL,Allocated in Local Plan,Mixed without Housing,Yes,Dont't know,217,638,Private,23 storey building providing parking& (i) 755m_ A1 A2 or A3-Basement : A2 A3 B1- ground:  (ii) 1367m_ of either A1 A2 A3 D2 (iii)1609m_ of either A1 A2 A3 B1 D1 D2 on the 1st floor; (iv)8430m_ B1 - 2nd to 6th floors: (v) 217 C3 -7th to 22nd floors.
2007,590000674,,,533773,181345,CF12H,LONDON METROPOLITAN UNIVERSITY,2 GOULSTON STREET,TOWER HAMLETS,LONDON, E1 7TP,Tower Hamlets,G. London,London,0.520,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Education,Education,Allocated in Local Plan,Mixed without Housing,No,Other,0,0,Other Public,Preferred : Redevelopment for higher education D1- Employment B1 and Open space.
2007,590000676,,PA/03/00391,533914,180823,CF14,MANSELL STREET,MANSELL STREET,TOWER HAMLETS,,E1 8BL,Tower Hamlets,G. London,London,0.490,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Car parks,Car parks,Detailed Planning Permission,Mixed without Housing,Don't know,Employment,0,0,Don't know,Redevelopment of the site to provide floorspace in a 10 storey building - incorporating office floorspace - Car parking and Ground floor mall (supporting both retail and offices).
2007,590000677,,PA/06/02165,533882,181132,,ALIE STREET,NORTH TENTER STREET,TOWER HAMLETS,LONDON,E1 8DE,Tower Hamlets,G. London,London,0.100,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Manufacturing,INDUSTRY & BUSINESS,PP subject to further legal agreement ,Mixed with Housing,Yes,Dont't know,24,240,Private,Redev of a vacant site by the erection of a new 6 storey mixed-use building for  office use and residential units on basement:ground and part first floor level. (1 x 4-bed- 8 x 3-bed-8 x 2-bed and 7 x 1-bed).
2007,590000682,,,534037,181385,CF38,METROPOLITAN UNIVERSITY,WHITECHURCH LANE,TOWER HAMLETS,LONDON,,Tower Hamlets,G. London,London,0.800,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,COMMUNITY SERVICES,Education,Allocated in Local Plan,Other,No,Other,0,0,Don't know,Preferred use :Higher education D1 : Research and employment B1: Assembly and leisure D2 and Public open space.
2007,590000686,,,533766,180747,CF34,SCEPTRE COURT,SCEPTRE STREET,TOWER HAMLETS,LONDON,,Tower Hamlets,G. London,London,0.210,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Offices,Offices,Allocated in Local Plan,Mixed without Housing,No,Mixed,0,0,Private,Preferred use: Employment B1. Retail A1 A2 A3 A4 :Public open space.
2007,590000687,,,534511,180220,CF31,KNIGHTON STREET,VAUGHAN WAY,TOWER HAMLETS,LONDON,E1W,Tower Hamlets,G. London,London,0.210,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,UNUSED LAND,UNUSED LAND,Allocated in Local Plan,Housing,Yes,Dont't know,36,171,Don't know,Vacant land. Allocated for residential in the local plan.
2007,590000689,,PA/07/02193,533772,182312,CF2B,32 TO 42,BETHNAL GREEN ROAD,TOWER HAMLETS,LONDON,,Tower Hamlets,G. London,London,0.720,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,RETAIL,Wholesale Distribution,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,372,517,Private,PA waiting for decision.Demolition of  and erection of 4 to 25 storey buildings to provide commercial floorspace within Use Classes A1 A2 A3 A4 B1 B8 D1 and/or D2 together with 372 C3 units car parking: refuse/recycling facilities: public amenity space.
2007,590000690,,,534246,182273,CF3A,DUNBRIDGE STREET,DUNBRIDGE STREET,TOWER HAMLETS,LONDON,,Tower Hamlets,G. London,London,0.280,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,INDUSTRY AND BUSINESS,Manufacturing,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,34,122,Don't know,Preferred Use: Residential (C3) Employment (B1) and Public open space.
2007,590000693,,,533875,182007,CF5,OLD TRUMAN BREWERY,91 BRICK LANE,TOWER HAMLETS,LONDON,,Tower Hamlets,G. London,London,3.810,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,INDUSTRY AND BUSINESS,INDUSTRY & BUSINESS,Allocated in Local Plan,Mixed without Housing,Don't know,Retail,0,0,Don't know,Preferred use :Employment B1 : Retail A1 A2 A3 A4 and Public Open Space. Previous NLUD ref 5900000215.
2007,590000694,,PA/07/02698,533583,182379,CF23A,CORNER OLD NICHOLS CHANCE STREET,REDCHURCH STREET AND BOUNDARY STREET,TOWER HAMLETS,LONDON,,Tower Hamlets,G. London,London,0.310,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,INDUSTRY AND BUSINESS,INDUSTRY & BUSINESS,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,58,188,Private,PA/07/02698 pending decision . Construction of 2 storeys on the existing flat roof to provide residential and retail.
2007,590000695,,,534705,181660,CF21,ROYAL LONDON HOSPITAL,WHITECHAPEL STREET,TOWER HAMLETS,LONDON,,Tower Hamlets,G. London,London,8.320,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Medical and health care services,Medical & health care services ,Allocated in Local Plan,Mixed without Housing,No,Other,0,0,Other Public,PA/03/01819. Redevelopment of the hospital and other related uses ( B1 and Public open space).
